household_id,居住都道府県,居住市区町村,生活保護,児童手当,児童育成手当,児童扶養手当_最小
444,神奈川県,横浜市,129300.0,0.0,0.0,0.0
445,神奈川県,横浜市,129300.0,0.0,0.0,0.0
446,神奈川県,横浜市,126980.0,0.0,0.0,0.0
447,神奈川県,横浜市,126980.0,0.0,0.0,0.0
448,神奈川県,横浜市,126980.0,0.0,0.0,0.0
449,神奈川県,横浜市,126980.0,0.0,0.0,0.0
450,神奈川県,横浜市,126980.0,0.0,0.0,0.0
451,神奈川県,横浜市,126980.0,0.0,0.0,0.0
452,神奈川県,横浜市,126980.0,0.0,0.0,0.0
453,神奈川県,横浜市,129300.0,0.0,0.0,0.0
454,神奈川県,横浜市,129300.0,0.0,0.0,0.0
455,神奈川県,横浜市,126980.0,0.0,0.0,0.0
456,神奈川県,横浜市,126980.0,0.0,0.0,0.0
457,神奈川県,横浜市,126980.0,0.0,0.0,0.0
