29.64410914,28.27094877
31.34036607,29.80565742
33.03662299,31.34036607
34.24823509,32.6327523
34.4905575,33.03662299
36.02526615,34.40978336
37.88307136,36.10604029
38.85236103,37.07532996
40.54861795,38.52926447
41.59868177,39.57932828
41.59868177,39.41778
42.4871973,40.54861795
42.64874558,40.71016623
43.77958353,41.59868177
44.10268009,41.92177832
44.3450025,42.16410074
45.1527439,42.97184214
44.99119562,42.64874558
45.07196976,42.891068
46.52590427,44.02190595
49.35299914,46.60667841
50.32228882,47.17209738
52.58396472,49.272225
54.11867337,50.64538537
54.6033182,50.96848193
53.79557681,50.80693365
54.6033182,51.37235263
54.1994475,51.13003021
54.03789923,50.88770779
54.44176992,51.29157849
54.11867337,50.88770779
52.745513,49.59532156
52.98783541,49.99919226
52.42241644,49.75686984
53.31093197,50.72615951
54.03789923,51.61467505
55.57260787,52.98783541
56.8649941,54.44176992
57.59196136,55.16873718
59.36899242,57.34963894
61.22679763,59.28821828
61.95376488,60.17673382
61.87299074,60.25750796
62.43840972,60.66137865
65.10395632,63.32692525
66.7194391,64.8616339
69.06188915,67.28485808
70.91969435,68.98111501
74.15065992,72.13130644
77.05852894,75.1199496
81.42033247,79.32020484
82.47039628,80.93568763
81.01646177,79.2394307
78.43168931,77.13930308
75.84691685,74.7160789
74.39298234,73.66601509
72.454403,71.88898402
71.96975816,71.6466616
55.81493029,56.13802685
68.73879259,69.06188915
64.13466665,64.61931148
62.27686144,63.00382869
60.01518554,60.90370107
58.39970275,59.69208898
58.31892861,60.17673382
59.04589587,61.14602349
56.78421996,59.44976656
54.76486648,57.75350964
57.02654238,60.58060451
58.23815447,62.27686144
57.51118722,62.1960873
60.01518554,65.99247185
62.35763558,69.54653398
64.94240804,73.18137025
68.01182533,78.43168931
73.10059611,85.29749116
70.51582365,83.84355665
65.2655046,78.75478587
39.01390931,48.86835431
40.06397312,52.09931988
47.0105491,62.84228042
43.69880939,59.61131484
42.81029386,60.01518554
39.33700586,56.8649941
33.44049369,50.16074054
26.8977884,42.00255246
26.09004701,43.05261627
24.23224181,42.0833266
21.56669521,39.66010242
17.77031066,35.2982989
14.29702267,30.77494709
11.95457262,27.94785222
9.612122583,24.23224181
7.350446681,20.5166314
5.411867337,16.63947271
4.038706968,13.57005541
2.907869017,10.90450881
1.777031066,7.269672542
1.130837951,5.331093197
0.6461931148,3.554062131
0.8885155329,6.21960873
